Question Name,Question Current Txt,Answer Name,Answer Current Text,Answer Response Text,Locale Code,Event Utc Date
Cancel Reasons,What are your main reasons for canceling your account with Netflix? (Select all that apply),No time,Didn't have enough time to use Netflix,,en-AL,20200702
