Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Redona,AL,iPhone,0,,The Constant Gardener,select,prequery_results,2022-10-02 20:01:36
Redona,AL,iPhone,0,a royal,A Royal Winter,select,title_results,2022-10-01 19:54:09
Redona,AL,iPhone,0,nott,Notting Hill,add,title_results,2022-09-23 20:00:35
Redona,AL,iPhone,0,nott,Notting Hill,select,title_results,2022-09-23 20:00:33
Redona,AL,HTML 5,0,erin b,Erin Brockovich,add,title_results,2022-09-17 20:10:30
Redona,AL,HTML 5,0,erin b,Erin Brockovich,add,title_results,2022-09-17 20:10:30
Redona,AL,iPhone,0,carter,Carter,select,title_results,2022-08-27 20:20:57
Redona,AL,iPhone,0,selling the,,select,title_results,2022-08-27 20:20:11
Redona,AL,iPhone,0,look both,Look Both Ways,add,title_results,2022-08-20 13:34:37
Redona,AL,iPhone,0,look both,Look Both Ways,select,title_results,2022-08-20 13:34:33
Redona,AL,iPhone,0,two hearts,2 Hearts,select,title_results,2022-08-16 18:55:32
Redona,AL,HTML 5,0,senior year,Senior Year,play,title_results,2022-06-24 21:06:14
Redona,AL,HTML 5,0,senior year,Senior Year,play,title_results,2022-06-24 21:06:14
Redona,AL,iPhone,0,who ki,,select,title_results,2022-06-03 20:42:36
Redona,AL,iPhone,0,who ki,,select,title_results,2022-06-03 20:42:30
Redona,AL,iPhone,0,who ki,,add,title_results,2022-06-03 20:35:34
Redona,AL,iPhone,0,who ki,,select,title_results,2022-06-03 20:35:12
Redona,AL,iPhone,0,,Toscana,select,prequery_results,2022-05-29 17:00:37
Redona,AL,iPhone,0,pro,,add,title_results,2022-04-17 14:35:54
Redona,AL,iPhone,0,pro,,select,title_results,2022-04-17 14:35:27
Redona,AL,iPhone,0,mati,Matilda,select,title_results,2022-04-10 12:59:06
Redona,AL,iPhone,0,peaky,,add,title_results,2022-04-10 12:34:22
Redona,AL,iPhone,0,peaky,,select,title_results,2022-04-10 12:34:17
Redona,AL,iPhone,0,,365 Days,select,prequery_results,2022-04-10 12:28:31
Redona,AL,iPhone,0,hitc,Hitch,select,title_results,2022-04-10 12:28:08
Redona,AL,iPhone,0,game of thrones,,select,title_results,2022-04-10 11:59:13
Redona,AL,iPhone,0,joker,Joker,select,title_results,2022-04-10 11:58:43
Redona,AL,iPhone,0,hangover 1,Hitch,select,title_results,2022-04-04 18:52:00
Redona,AL,iPhone,0,hangover 1,The Hungover Games,select,title_results,2022-04-04 18:51:09
Redona,AL,iPhone,0,the harder,The Harder They Fall,add,title_results,2022-04-03 19:09:39
Redona,AL,iPhone,0,the harder,The Harder They Fall,select,title_results,2022-04-03 19:09:36
Redona,AL,iPhone,0,bombshell,Red Notice,select,title_results,2022-04-03 11:56:52
Redona,AL,iPhone,0,bombshell,Red Notice,select,title_results,2022-04-03 11:56:45
Redona,AL,iPhone,0,bombshell,The Interpreter,select,title_results,2022-04-03 11:56:32
Redona,AL,iPhone,0,is it cake,,add,title_results,2022-04-02 18:30:44
Redona,AL,iPhone,0,is it cake,,select,title_results,2022-04-02 18:30:39
Redona,AL,iPhone,0,tonya,"I, Tonya",select,suggestion_results,2022-03-25 16:37:12
Redona,AL,iPhone,0,tonya,,select,title_results,2022-03-25 16:37:04
Redona,AL,iPhone,0,tonya,,select,title_results,2022-03-25 16:36:48
Redona,AL,iPhone,0,,Into the Wind,add,prequery_results,2022-03-13 13:45:38
Redona,AL,iPhone,0,,Into the Wind,select,prequery_results,2022-03-13 13:45:31
Redona,AL,iPhone,0,hitch,Hitch,select,title_results,2022-03-06 17:45:38
Redona,AL,iPhone,0,hitch,Hitch,select,title_results,2022-03-06 17:40:26
Redona,AL,iPhone,0,pa,Papillon,add,title_results,2022-03-06 15:11:52
Redona,AL,iPhone,0,pa,Papillon,select,title_results,2022-03-06 15:11:46
Redona,AL,iPhone,0,winter ,Winter on Fire: Ukraine's Fight for Freedom,select,title_results,2022-03-03 18:39:31
Redona,AL,iPhone,0,fear ci,Love Tactics,select,prequery_results,2022-02-26 20:59:34
Redona,AL,iPhone,0,fear ci,8 Mile,select,title_results,2022-02-26 20:59:12
Redona,AL,iPhone,0,fear ci,,select,title_results,2022-02-26 20:58:35
Redona,AL,iPhone,0,tinder,The Tinder Swindler,add,title_results,2022-02-12 20:07:02
Redona,AL,iPhone,0,tinder,The Tinder Swindler,select,title_results,2022-02-12 20:06:58
Redona,AL,iPhone,0,new amster,,add,title_results,2022-02-06 19:20:45
Redona,AL,iPhone,0,new amster,,select,title_results,2022-02-06 19:20:42
Redona,AL,HTML 5,0,into the wild,Into the Wild,add,title_results,2022-01-09 14:14:22
Redona,AL,HTML 5,0,into the wild,Into the Wild,play,title_results,2022-01-09 14:14:11
Redona,AL,HTML 5,0,the girl fr,,add,title_results,2022-01-05 20:16:50
Redona,AL,HTML 5,0,the girl fr,,play,title_results,2022-01-05 20:14:38
Redona,AL,iPhone,0,serendipity,Soy Rada: Serendipity,select,title_results,2022-01-02 18:09:11
Redona,AL,iPhone,0,holidat,The Holiday,select,title_results,2022-01-02 18:08:37
Redona,AL,iPhone,0,a dogs ,A Dog's Purpose,select,title_results,2022-01-02 18:02:53
Redona,AL,iPhone,0,a dogs ,A Dog's Purpose,select,title_results,2022-01-02 18:02:46
Redona,AL,HTML 5,0,hive,Hive,select,suggestion_results,2022-01-01 15:31:36
Redona,AL,HTML 5,0,maid,,add,title_results,2021-11-03 21:20:57
Redona,AL,HTML 5,0,click,,play,,2021-11-03 21:20:12
Redona,AL,HTML 5,0,behind her ,,play,,2021-11-03 21:19:41
Redona,AL,HTML 5,0,silver skates,Silver Skates,add,title_results,2021-10-17 18:49:42
Redona,AL,HTML 5,0,silver skates,Silver Skates,play,,2021-10-17 18:49:30
Redona,AL,HTML 5,0,sea,Seaspiracy,add,title_results,2021-08-15 13:02:04
Redona,AL,HTML 5,0,good sam,Good Sam,add,,2021-06-06 12:35:48
Redona,AL,HTML 5,0,blue miracl,Blue Miracle,play,,2021-05-27 19:29:39
Redona,AL,HTML 5,0,sea,Seaspiracy,play,,2021-05-16 12:16:56
Redona,AL,HTML 5,0,hillbilly,Hillbilly Elegy,add,,2021-03-27 20:59:04
Redona,AL,HTML 5,0,hillbilly,Hillbilly Elegy,add,,2021-03-27 20:59:03
Redona,AL,HTML 5,0,hillbilly,Hillbilly Elegy,add,,2021-03-27 20:59:03
Redona,AL,HTML 5,0,hillbilly,Hillbilly Elegy,add,,2021-03-27 20:58:57
Redona,AL,HTML 5,0,patric,PATRICK (2019),add,,2021-03-25 20:54:53
Redona,AL,iPhone,0,dream ,"Dream Home Makeover: Season 1: ""Forever Home""",play,,2020-10-27 21:02:17
Redona,AL,iPhone,0,dream ,,add,,2020-10-27 21:01:26
Redona,AL,iPhone,0,dream ,,select,,2020-10-27 21:01:16
Redona,AL,iPhone,0,word,World War Z,select,,2020-10-11 18:01:22
Redona,AL,HTML 5,0,playbook,,play,,2020-10-03 17:27:42
Redona,AL,HTML 5,0,american made,American Made Movie,select,,2020-10-01 18:52:28
Redona,AL,HTML 5,0,peaky blinders,,play,,2020-09-23 19:39:55
Redona,AL,HTML 5,0,maid of honor,Made of Honor,add,,2020-09-17 19:46:05
Redona,AL,HTML 5,0,maid of honor,Made of Honor,play,,2020-09-17 19:45:48
Redona,AL,HTML 5,0,no reservat,No Reservations,add,,2020-08-30 18:27:44
Redona,AL,HTML 5,0,no reservat,No Reservations,play,,2020-08-30 18:27:10
Redona,AL,HTML 5,0,no reservation,No Reservations,play,,2020-08-30 18:17:34
Redona,AL,HTML 5,0,no reservation,No Reservations,select,,2020-08-30 18:17:29
Redona,AL,HTML 5,0,unorthodox,,play,,2020-07-05 18:21:22
Redona,AL,HTML 5,0,unorthodox,,play,,2020-07-05 18:19:56
Redona,AL,HTML 5,0,the orthodox,,play,,2020-07-05 18:16:53
Redona,AL,HTML 5,0,the crown,,play,,
Redona,AL,HTML 5,0,the crown,"The Crown: Season 1: ""Gelignite""",play,,
Redona,AL,HTML 5,0,the crown,,select,,
Redona,AL,HTML 5,0,the crown,,play,,
Redona,AL,HTML 5,0,the crown,,play,,
Redona,AL,HTML 5,0,the crown,"The Crown: Season 1: ""Wolferton Splash""",play,,
