Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Kids,Super Monsters Monster Pets: Season 1 (Trailer),Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:25,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1580,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1698,""mediaOffsetMs"":18},{""eventType"":""stopped"",""sessionOffsetMs"":2971,""mediaOffsetMs"":78}]"
Kids,Benji (Trailer),Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:22,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":917},{""eventType"":""stopped"",""sessionOffsetMs"":1324,""mediaOffsetMs"":917}]"
Kids,Trailer: Super Monsters: Once Upon a Rhyme,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:21,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""stopped"",""sessionOffsetMs"":1050,""mediaOffsetMs"":20}]"
Kids,Pup Academy: Season 2 - CLM 5,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:19,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":145},{""eventType"":""stopped"",""sessionOffsetMs"":1802,""mediaOffsetMs"":145}]"
Kids,Trailer: Super Monsters: The New Class,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:18,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1782,""mediaOffsetMs"":0}]"
Kids,Talking Tom and Friends: Season 1_hook_primary_16x9,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:14,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2215,""mediaOffsetMs"":0}]"
Kids,The Garfield Show: Season 1 - CLM 8,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:12,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2257,""mediaOffsetMs"":0}]"
Kids,Trailer: We Can Be Heroes,Samsung CE 2023 NikeL QLED TV Smart TV,2024-02-03 18:23:09,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""stopped"",""sessionOffsetMs"":2199,""mediaOffsetMs"":20}]"
Evis,"The Rookie: Season 2: ""Follow-Up Day""",Chrome PC (Cadmium),2024-03-04 18:32:12,AL,"[{""eventType"":""start"",""sessionOffsetMs"":247502,""mediaOffsetMs"":960},{""eventType"":""playing"",""sessionOffsetMs"":247542,""mediaOffsetMs"":960},{""eventType"":""paused"",""sessionOffsetMs"":1231185,""mediaOffsetMs"":984362},{""eventType"":""stopped"",""sessionOffsetMs"":3031790,""mediaOffsetMs"":984556}]"
Evis,"The Rookie: Season 2: ""Now and Then""",Chrome PC (Cadmium),2024-03-04 18:16:35,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1626003},{""eventType"":""playing"",""sessionOffsetMs"":474,""mediaOffsetMs"":1626003},{""eventType"":""paused"",""sessionOffsetMs"":580740,""mediaOffsetMs"":2206000},{""eventType"":""reposition"",""sessionOffsetMs"":580741,""mediaOffsetMs"":2215153},{""eventType"":""playing"",""sessionOffsetMs"":580835,""mediaOffsetMs"":2215153},{""eventType"":""paused"",""sessionOffsetMs"":581334,""mediaOffsetMs"":2215000},{""eventType"":""reposition"",""sessionOffsetMs"":581335,""mediaOffsetMs"":2225154},{""eventType"":""playing"",""sessionOffsetMs"":581437,""mediaOffsetMs"":2225154},{""eventType"":""paused"",""sessionOffsetMs"":591489,""mediaOffsetMs"":2235000},{""eventType"":""reposition"",""sessionOffsetMs"":591490,""mediaOffsetMs"":2244433},{""eventType"":""playing"",""sessionOffsetMs"":591637,""mediaOffsetMs"":2244433},{""eventType"":""paused"",""sessionOffsetMs"":592633,""mediaOffsetMs"":2245000},{""eventType"":""reposition"",""sessionOffsetMs"":592634,""mediaOffsetMs"":2254890},{""eventType"":""playing"",""sessionOffsetMs"":592681,""mediaOffsetMs"":2254890},{""eventType"":""paused"",""sessionOffsetMs"":593325,""mediaOffsetMs"":2255000},{""eventType"":""reposition"",""sessionOffsetMs"":593326,""mediaOffsetMs"":2264898},{""eventType"":""playing"",""sessionOffsetMs"":593472,""mediaOffsetMs"":2264898},{""eventType"":""paused"",""sessionOffsetMs"":593995,""mediaOffsetMs"":2265000},{""eventType"":""reposition"",""sessionOffsetMs"":593996,""mediaOffsetMs"":2275107},{""eventType"":""playing"",""sessionOffsetMs"":594090,""mediaOffsetMs"":2275107},{""eventType"":""paused"",""sessionOffsetMs"":781689,""mediaOffsetMs"":2462477},{""eventType"":""playing"",""sessionOffsetMs"":847814,""mediaOffsetMs"":2462635},{""eventType"":""stopped"",""sessionOffsetMs"":937902,""mediaOffsetMs"":2551400}]"
Evis,The Rookie: Season 1_hook_primary_16x9,Chrome PC (Cadmium),2024-03-04 18:16:34,AL,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":751,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1107,""mediaOffsetMs"":0}]"
Evis,Resident Alien: Season 1_hook_04_16x9,Chrome PC (Cadmium),2024-03-04 17:03:49,AL,"[{""eventType"":""start"",""sessionOffsetMs"":20110,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":21725,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":24225,""mediaOffsetMs"":1419},{""eventType"":""playing"",""sessionOffsetMs"":24227,""mediaOffsetMs"":1571},{""eventType"":""paused"",""sessionOffsetMs"":25464,""mediaOffsetMs"":2629},{""eventType"":""stopped"",""sessionOffsetMs"":25464,""mediaOffsetMs"":2629}]"
Evis,Resident Alien: Season 1_hook_04_16x9,Chrome PC (Cadmium),2024-03-04 17:01:42,AL,[]
Evis,"The Rookie: Season 2: ""Now and Then""",DefaultWidevineAndroidPhone,2024-02-29 14:00:57,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1465130},{""eventType"":""playing"",""sessionOffsetMs"":613,""mediaOffsetMs"":1465130},{""eventType"":""paused"",""sessionOffsetMs"":160702,""mediaOffsetMs"":1624883},{""eventType"":""reposition"",""sessionOffsetMs"":162323,""mediaOffsetMs"":1624787},{""eventType"":""playing"",""sessionOffsetMs"":162509,""mediaOffsetMs"":1623722},{""eventType"":""paused"",""sessionOffsetMs"":165268,""mediaOffsetMs"":1626304},{""eventType"":""stopped"",""sessionOffsetMs"":165394,""mediaOffsetMs"":1626304}]"
Evis,"The Rookie: Season 2: ""Now and Then""",DefaultWidevineAndroidPhone,2024-02-29 14:00:52,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1465130},{""eventType"":""playing"",""sessionOffsetMs"":674,""mediaOffsetMs"":1465130},{""eventType"":""paused"",""sessionOffsetMs"":3586,""mediaOffsetMs"":1467755},{""eventType"":""stopped"",""sessionOffsetMs"":3645,""mediaOffsetMs"":1467755}]"
Evis,"The Rookie: Season 2: ""Now and Then""",DefaultWidevineAndroidPhone,2024-02-29 13:46:28,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":553728},{""eventType"":""playing"",""sessionOffsetMs"":1201,""mediaOffsetMs"":553728},{""eventType"":""paused"",""sessionOffsetMs"":763703,""mediaOffsetMs"":1316060},{""eventType"":""reposition"",""sessionOffsetMs"":763703,""mediaOffsetMs"":1326060},{""eventType"":""playing"",""sessionOffsetMs"":763789,""mediaOffsetMs"":1325184},{""eventType"":""paused"",""sessionOffsetMs"":764585,""mediaOffsetMs"":1325789},{""eventType"":""reposition"",""sessionOffsetMs"":764585,""mediaOffsetMs"":1335789},{""eventType"":""playing"",""sessionOffsetMs"":764644,""mediaOffsetMs"":1333707},{""eventType"":""paused"",""sessionOffsetMs"":765470,""mediaOffsetMs"":1334387},{""eventType"":""reposition"",""sessionOffsetMs"":765470,""mediaOffsetMs"":1344387},{""eventType"":""playing"",""sessionOffsetMs"":765554,""mediaOffsetMs"":1344176},{""eventType"":""paused"",""sessionOffsetMs"":766084,""mediaOffsetMs"":1344574},{""eventType"":""reposition"",""sessionOffsetMs"":766084,""mediaOffsetMs"":1354574},{""eventType"":""playing"",""sessionOffsetMs"":766143,""mediaOffsetMs"":1352142},{""eventType"":""paused"",""sessionOffsetMs"":766488,""mediaOffsetMs"":1352322},{""eventType"":""reposition"",""sessionOffsetMs"":766488,""mediaOffsetMs"":1362322},{""eventType"":""playing"",""sessionOffsetMs"":766550,""mediaOffsetMs"":1356021},{""eventType"":""paused"",""sessionOffsetMs"":766850,""mediaOffsetMs"":1356179},{""eventType"":""reposition"",""sessionOffsetMs"":766850,""mediaOffsetMs"":1366179},{""eventType"":""playing"",""sessionOffsetMs"":766905,""mediaOffsetMs"":1365888},{""eventType"":""paused"",""sessionOffsetMs"":767207,""mediaOffsetMs"":1366036},{""eventType"":""reposition"",""sessionOffsetMs"":767207,""mediaOffsetMs"":1376036},{""eventType"":""playing"",""sessionOffsetMs"":767263,""mediaOffsetMs"":1375665},{""eventType"":""paused"",""sessionOffsetMs"":767595,""mediaOffsetMs"":1375860},{""eventType"":""reposition"",""sessionOffsetMs"":767595,""mediaOffsetMs"":1385860},{""eventType"":""playing"",""sessionOffsetMs"":767665,""mediaOffsetMs"":1383924},{""eventType"":""paused"",""sessionOffsetMs"":767947,""mediaOffsetMs"":1384051},{""eventType"":""reposition"",""sessionOffsetMs"":767947,""mediaOffsetMs"":1394041},{""eventType"":""playing"",""sessionOffsetMs"":768011,""mediaOffsetMs"":1391515},{""eventType"":""paused"",""sessionOffsetMs"":768295,""mediaOffsetMs"":1391648},{""eventType"":""reposition"",""sessionOffsetMs"":768295,""mediaOffsetMs"":1401648},{""eventType"":""playing"",""sessionOffsetMs"":768365,""mediaOffsetMs"":1400661},{""eventType"":""paused"",""sessionOffsetMs"":768649,""mediaOffsetMs"":1400777},{""eventType"":""reposition"",""sessionOffsetMs"":768649,""mediaOffsetMs"":1410767},{""eventType"":""playing"",""sessionOffsetMs"":768714,""mediaOffsetMs"":1409536},{""eventType"":""paused"",""sessionOffsetMs"":826704,""mediaOffsetMs"":1467356},{""eventType"":""reposition"",""sessionOffsetMs"":827921,""mediaOffsetMs"":1467259},{""eventType"":""playing"",""sessionOffsetMs"":828043,""mediaOffsetMs"":1465130},{""eventType"":""paused"",""sessionOffsetMs"":831323,""mediaOffsetMs"":1467981},{""eventType"":""stopped"",""sessionOffsetMs"":831481,""mediaOffsetMs"":1467981}]"
Evis,Cinemagraph: Rainbow Six: SMOL,DefaultWidevineAndroidPhone,2024-02-29 13:46:26,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1350,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1621,""mediaOffsetMs"":253},{""eventType"":""stopped"",""sessionOffsetMs"":1647,""mediaOffsetMs"":253}]"
Evis,"The Rookie: Season 2: ""Now and Then""",DefaultWidevineAndroidPhone,2024-02-29 13:44:37,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":553719},{""eventType"":""playing"",""sessionOffsetMs"":1264,""mediaOffsetMs"":553719},{""eventType"":""paused"",""sessionOffsetMs"":16641,""mediaOffsetMs"":568912},{""eventType"":""reposition"",""sessionOffsetMs"":20893,""mediaOffsetMs"":568818},{""eventType"":""playing"",""sessionOffsetMs"":21189,""mediaOffsetMs"":567909},{""eventType"":""paused"",""sessionOffsetMs"":25096,""mediaOffsetMs"":571772},{""eventType"":""stopped"",""sessionOffsetMs"":25100,""mediaOffsetMs"":571772}]"
Evis,Cinemagraph: Rainbow Six: SMOL,DefaultWidevineAndroidPhone,2024-02-29 13:44:34,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":951,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":980,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1682,""mediaOffsetMs"":0}]"
Evis,"The Rookie: Season 2: ""Now and Then""",Chrome PC (Cadmium),2024-02-28 22:08:07,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1766,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":52364,""mediaOffsetMs"":50000},{""eventType"":""reposition"",""sessionOffsetMs"":52365,""mediaOffsetMs"":59852},{""eventType"":""playing"",""sessionOffsetMs"":52441,""mediaOffsetMs"":59852},{""eventType"":""paused"",""sessionOffsetMs"":308790,""mediaOffsetMs"":316000},{""eventType"":""reposition"",""sessionOffsetMs"":308791,""mediaOffsetMs"":325537},{""eventType"":""playing"",""sessionOffsetMs"":308863,""mediaOffsetMs"":325537},{""eventType"":""paused"",""sessionOffsetMs"":310160,""mediaOffsetMs"":327000},{""eventType"":""reposition"",""sessionOffsetMs"":310161,""mediaOffsetMs"":336005},{""eventType"":""playing"",""sessionOffsetMs"":310321,""mediaOffsetMs"":336005},{""eventType"":""paused"",""sessionOffsetMs"":310842,""mediaOffsetMs"":336000},{""eventType"":""reposition"",""sessionOffsetMs"":310843,""mediaOffsetMs"":326007},{""eventType"":""playing"",""sessionOffsetMs"":310949,""mediaOffsetMs"":326007},{""eventType"":""stopped"",""sessionOffsetMs"":482184,""mediaOffsetMs"":497242}]"
Evis,"The Rookie: Season 2: ""Day of Death""",Chrome PC (Cadmium),2024-02-28 21:33:36,AL,[]
Evis,"The Rookie: Season 2: ""The Dark Side""",Chrome PC (Cadmium),2024-02-28 21:08:23,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":801927},{""eventType"":""playing"",""sessionOffsetMs"":1528,""mediaOffsetMs"":801927},{""eventType"":""paused"",""sessionOffsetMs"":963746,""mediaOffsetMs"":1764000},{""eventType"":""reposition"",""sessionOffsetMs"":963747,""mediaOffsetMs"":1772721},{""eventType"":""playing"",""sessionOffsetMs"":963818,""mediaOffsetMs"":1772721},{""eventType"":""paused"",""sessionOffsetMs"":964252,""mediaOffsetMs"":1773000},{""eventType"":""reposition"",""sessionOffsetMs"":964253,""mediaOffsetMs"":1782722},{""eventType"":""playing"",""sessionOffsetMs"":964396,""mediaOffsetMs"":1782722},{""eventType"":""paused"",""sessionOffsetMs"":964910,""mediaOffsetMs"":1783000},{""eventType"":""reposition"",""sessionOffsetMs"":964911,""mediaOffsetMs"":1792855},{""eventType"":""playing"",""sessionOffsetMs"":965000,""mediaOffsetMs"":1792855},{""eventType"":""paused"",""sessionOffsetMs"":967608,""mediaOffsetMs"":1795000},{""eventType"":""reposition"",""sessionOffsetMs"":967609,""mediaOffsetMs"":1804652},{""eventType"":""playing"",""sessionOffsetMs"":967923,""mediaOffsetMs"":1804652},{""eventType"":""paused"",""sessionOffsetMs"":1042033,""mediaOffsetMs"":1879000},{""eventType"":""reposition"",""sessionOffsetMs"":1042034,""mediaOffsetMs"":1888040},{""eventType"":""playing"",""sessionOffsetMs"":1042087,""mediaOffsetMs"":1888040},{""eventType"":""paused"",""sessionOffsetMs"":1046813,""mediaOffsetMs"":1892000},{""eventType"":""reposition"",""sessionOffsetMs"":1046814,""mediaOffsetMs"":1902489},{""eventType"":""playing"",""sessionOffsetMs"":1046915,""mediaOffsetMs"":1902489},{""eventType"":""paused"",""sessionOffsetMs"":1047654,""mediaOffsetMs"":1903000},{""eventType"":""reposition"",""sessionOffsetMs"":1047655,""mediaOffsetMs"":1912490},{""eventType"":""playing"",""sessionOffsetMs"":1047820,""mediaOffsetMs"":1912490},{""eventType"":""paused"",""sessionOffsetMs"":1049534,""mediaOffsetMs"":1914000},{""eventType"":""reposition"",""sessionOffsetMs"":1049535,""mediaOffsetMs"":1923225},{""eventType"":""playing"",""sessionOffsetMs"":1049822,""mediaOffsetMs"":1923225},{""eventType"":""paused"",""sessionOffsetMs"":1052977,""mediaOffsetMs"":1926000},{""eventType"":""reposition"",""sessionOffsetMs"":1052978,""mediaOffsetMs"":1935865},{""eventType"":""playing"",""sessionOffsetMs"":1053145,""mediaOffsetMs"":1935865},{""eventType"":""paused"",""sessionOffsetMs"":1074684,""mediaOffsetMs"":1957000},{""eventType"":""reposition"",""sessionOffsetMs"":1074685,""mediaOffsetMs"":1966403},{""eventType"":""playing"",""sessionOffsetMs"":1074951,""mediaOffsetMs"":1966403},{""eventType"":""paused"",""sessionOffsetMs"":1083062,""mediaOffsetMs"":1974000},{""eventType"":""reposition"",""sessionOffsetMs"":1083063,""mediaOffsetMs"":1984331},{""eventType"":""playing"",""sessionOffsetMs"":1083256,""mediaOffsetMs"":1984331},{""eventType"":""paused"",""sessionOffsetMs"":1083919,""mediaOffsetMs"":1985000},{""eventType"":""reposition"",""sessionOffsetMs"":1083920,""mediaOffsetMs"":1994787},{""eventType"":""playing"",""sessionOffsetMs"":1084071,""mediaOffsetMs"":1994787},{""eventType"":""paused"",""sessionOffsetMs"":1129984,""mediaOffsetMs"":2040000},{""eventType"":""reposition"",""sessionOffsetMs"":1129985,""mediaOffsetMs"":2049964},{""eventType"":""playing"",""sessionOffsetMs"":1130132,""mediaOffsetMs"":2049964},{""eventType"":""paused"",""sessionOffsetMs"":1163454,""mediaOffsetMs"":2083000},{""eventType"":""reposition"",""sessionOffsetMs"":1163455,""mediaOffsetMs"":2092616},{""eventType"":""playing"",""sessionOffsetMs"":1163825,""mediaOffsetMs"":2092616},{""eventType"":""paused"",""sessionOffsetMs"":1164449,""mediaOffsetMs"":2093000},{""eventType"":""reposition"",""sessionOffsetMs"":1164450,""mediaOffsetMs"":2102820},{""eventType"":""playing"",""sessionOffsetMs"":1164680,""mediaOffsetMs"":2102820},{""eventType"":""paused"",""sessionOffsetMs"":1165531,""mediaOffsetMs"":2104000},{""eventType"":""reposition"",""sessionOffsetMs"":1165532,""mediaOffsetMs"":2113292},{""eventType"":""playing"",""sessionOffsetMs"":1165971,""mediaOffsetMs"":2113292},{""eventType"":""paused"",""sessionOffsetMs"":1166588,""mediaOffsetMs"":2114000},{""eventType"":""reposition"",""sessionOffsetMs"":1166589,""mediaOffsetMs"":2123477},{""eventType"":""playing"",""sessionOffsetMs"":1166726,""mediaOffsetMs"":2123477},{""eventType"":""paused"",""sessionOffsetMs"":1167671,""mediaOffsetMs"":2124000},{""eventType"":""reposition"",""sessionOffsetMs"":1167672,""mediaOffsetMs"":2134346},{""eventType"":""playing"",""sessionOffsetMs"":1168221,""mediaOffsetMs"":2134346},{""eventType"":""paused"",""sessionOffsetMs"":1168901,""mediaOffsetMs"":2135000},{""eventType"":""reposition"",""sessionOffsetMs"":1168902,""mediaOffsetMs"":2144352},{""eventType"":""playing"",""sessionOffsetMs"":1168967,""mediaOffsetMs"":2144352},{""eventType"":""paused"",""sessionOffsetMs"":1171198,""mediaOffsetMs"":2146000},{""eventType"":""reposition"",""sessionOffsetMs"":1171199,""mediaOffsetMs"":2156172},{""eventType"":""playing"",""sessionOffsetMs"":1171273,""mediaOffsetMs"":2156172},{""eventType"":""paused"",""sessionOffsetMs"":1183560,""mediaOffsetMs"":2168000},{""eventType"":""reposition"",""sessionOffsetMs"":1183561,""mediaOffsetMs"":2177861},{""eventType"":""playing"",""sessionOffsetMs"":1183653,""mediaOffsetMs"":2177861},{""eventType"":""paused"",""sessionOffsetMs"":1218361,""mediaOffsetMs"":2212000},{""eventType"":""reposition"",""sessionOffsetMs"":1218362,""mediaOffsetMs"":2221483},{""eventType"":""playing"",""sessionOffsetMs"":1218885,""mediaOffsetMs"":2221483},{""eventType"":""paused"",""sessionOffsetMs"":1219011,""mediaOffsetMs"":2221000},{""eventType"":""reposition"",""sessionOffsetMs"":1219012,""mediaOffsetMs"":2231484},{""eventType"":""playing"",""sessionOffsetMs"":1219115,""mediaOffsetMs"":2231484},{""eventType"":""paused"",""sessionOffsetMs"":1219560,""mediaOffsetMs"":2232000},{""eventType"":""reposition"",""sessionOffsetMs"":1219561,""mediaOffsetMs"":2241670},{""eventType"":""playing"",""sessionOffsetMs"":1220001,""mediaOffsetMs"":2241670},{""eventType"":""paused"",""sessionOffsetMs"":1220105,""mediaOffsetMs"":2242000},{""eventType"":""reposition"",""sessionOffsetMs"":1220106,""mediaOffsetMs"":2251671},{""eventType"":""playing"",""sessionOffsetMs"":1220165,""mediaOffsetMs"":2251671},{""eventType"":""paused"",""sessionOffsetMs"":1511181,""mediaOffsetMs"":2542000},{""eventType"":""reposition"",""sessionOffsetMs"":1511182,""mediaOffsetMs"":2551596},{""eventType"":""playing"",""sessionOffsetMs"":1511252,""mediaOffsetMs"":2551596},{""eventType"":""stopped"",""sessionOffsetMs"":1513557,""mediaOffsetMs"":2553651}]"
Evis,"The Rookie: Season 2: ""The Dark Side""",Chrome PC (Cadmium),2024-02-28 19:59:05,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":971,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3287,""mediaOffsetMs"":2181},{""eventType"":""playing"",""sessionOffsetMs"":410991,""mediaOffsetMs"":2263},{""eventType"":""paused"",""sessionOffsetMs"":603481,""mediaOffsetMs"":193581},{""eventType"":""playing"",""sessionOffsetMs"":622641,""mediaOffsetMs"":193815},{""eventType"":""paused"",""sessionOffsetMs"":780219,""mediaOffsetMs"":350877},{""eventType"":""playing"",""sessionOffsetMs"":787116,""mediaOffsetMs"":351008},{""eventType"":""paused"",""sessionOffsetMs"":1238036,""mediaOffsetMs"":801813},{""eventType"":""stopped"",""sessionOffsetMs"":3294988,""mediaOffsetMs"":801927}]"
Evis,"The Rookie: Season 2: ""Breaking point""",Chrome PC (Cadmium),2024-02-28 19:06:07,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":330,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":86224,""mediaOffsetMs"":85681},{""eventType"":""playing"",""sessionOffsetMs"":116189,""mediaOffsetMs"":85844},{""eventType"":""paused"",""sessionOffsetMs"":118348,""mediaOffsetMs"":87059},{""eventType"":""playing"",""sessionOffsetMs"":137772,""mediaOffsetMs"":87075},{""eventType"":""paused"",""sessionOffsetMs"":321244,""mediaOffsetMs"":270013},{""eventType"":""playing"",""sessionOffsetMs"":354894,""mediaOffsetMs"":270142},{""eventType"":""paused"",""sessionOffsetMs"":370140,""mediaOffsetMs"":284491},{""eventType"":""playing"",""sessionOffsetMs"":972923,""mediaOffsetMs"":284516},{""eventType"":""paused"",""sessionOffsetMs"":2696492,""mediaOffsetMs"":2007000},{""eventType"":""reposition"",""sessionOffsetMs"":2696493,""mediaOffsetMs"":2016793},{""eventType"":""playing"",""sessionOffsetMs"":2696669,""mediaOffsetMs"":2016793},{""eventType"":""paused"",""sessionOffsetMs"":2697273,""mediaOffsetMs"":2017000},{""eventType"":""reposition"",""sessionOffsetMs"":2697274,""mediaOffsetMs"":2027248},{""eventType"":""playing"",""sessionOffsetMs"":2697318,""mediaOffsetMs"":2027248},{""eventType"":""paused"",""sessionOffsetMs"":3079856,""mediaOffsetMs"":2409000},{""eventType"":""reposition"",""sessionOffsetMs"":3079857,""mediaOffsetMs"":2418912},{""eventType"":""playing"",""sessionOffsetMs"":3080099,""mediaOffsetMs"":2418912},{""eventType"":""paused"",""sessionOffsetMs"":3081166,""mediaOffsetMs"":2420000},{""eventType"":""reposition"",""sessionOffsetMs"":3081167,""mediaOffsetMs"":2429652},{""eventType"":""playing"",""sessionOffsetMs"":3081533,""mediaOffsetMs"":2429652},{""eventType"":""paused"",""sessionOffsetMs"":3176665,""mediaOffsetMs"":2524496},{""eventType"":""stopped"",""sessionOffsetMs"":3176683,""mediaOffsetMs"":2524721}]"
Evis,The Rookie: Season 1_hook_03_16x9,Chrome PC (Cadmium),2024-02-28 19:06:04,AL,"[{""eventType"":""start"",""sessionOffsetMs"":7,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":433,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2179,""mediaOffsetMs"":1538}]"
Evis,Uncharted_hook_01_16x9,Chrome PC (Cadmium),2024-02-28 19:06:03,AL,"[{""eventType"":""start"",""sessionOffsetMs"":43,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":937,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2007,""mediaOffsetMs"":572},{""eventType"":""stopped"",""sessionOffsetMs"":4508,""mediaOffsetMs"":628}]"
Evis,"The Rookie: Season 2: ""Clean Cut""",Netflix Android STB L3 Android,2024-02-28 15:55:40,AL,"[{""eventType"":""start"",""sessionOffsetMs"":2,""mediaOffsetMs"":398755},{""eventType"":""playing"",""sessionOffsetMs"":5531,""mediaOffsetMs"":398755},{""eventType"":""playing"",""sessionOffsetMs"":31735,""mediaOffsetMs"":426342},{""eventType"":""playing"",""sessionOffsetMs"":35520,""mediaOffsetMs"":430138},{""eventType"":""playing"",""sessionOffsetMs"":36977,""mediaOffsetMs"":431597},{""eventType"":""paused"",""sessionOffsetMs"":2130921,""mediaOffsetMs"":2524080},{""eventType"":""stopped"",""sessionOffsetMs"":2131503,""mediaOffsetMs"":2524220}]"
Evis,"The Rookie: Season 2: ""Clean Cut""",Chrome PC (Cadmium),2024-02-28 14:17:40,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":992,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":400866,""mediaOffsetMs"":400598}]"
Evis,The Rookie: Season 1_hook_03_16x9,Chrome PC (Cadmium),2024-02-28 14:17:37,AL,"[{""eventType"":""start"",""sessionOffsetMs"":6,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1439,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2628,""mediaOffsetMs"":996}]"
Evis,Limited Series Plot Clip: Who is Erin Carter?,Chrome PC (Cadmium),2024-02-28 14:17:33,AL,"[{""eventType"":""start"",""sessionOffsetMs"":34,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":502,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2562,""mediaOffsetMs"":1215},{""eventType"":""stopped"",""sessionOffsetMs"":5670,""mediaOffsetMs"":1467}]"
Evis,"The Rookie: Season 2: ""Clean Cut""",Chrome PC (Cadmium),2024-02-27 22:59:19,AL,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2},{""eventType"":""playing"",""sessionOffsetMs"":1019,""mediaOffsetMs"":2},{""eventType"":""paused"",""sessionOffsetMs"":2173,""mediaOffsetMs"":1073}]"
